rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43551,"D4J-Bridgewater (pineo)",11,2,0,530,368,162,1519.312,1534.696,1565.875,85.0,1105
2,44427,"D4J-Norton (purple)",10,5,0,610,540,70,1491.566,1478.233,1550.524,57.7,865
3,43174,"D4J-Seekonk",8,8,0,541,512,29,1499.999,1490.624,1533.51,48.6,778
4,43629,"D4J-Middleborough (edwards)",2,13,0,391,726,-335,1524.042,1524.042,1452.444,32.3,484
5,44126,"D4J-Berkley",0,10,0,152,446,-294,1518.842,1513.842,1414.628,20.6,289
