rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,45335,"D4K-Milton (white)",12,2,0,556,350,206,1502.718,1506.289,1558.646,78.8,1024
2,43594,"D4K-North Quincy (scott)",9,5,0,504,406,98,1511.326,1522.04,1530.846,67.9,950
3,44604,"D4K-King Philip",8,5,0,458,368,90,1501.569,1497.723,1520.255,58.8,764
4,43189,"D4K-Bellingham",1,11,0,328,421,-93,1501.349,1493.016,1448.741,26.2,314
5,44408,"D4K-Dedham (gallagher)",5,10,0,299,445,-146,1481.781,1461.781,1447.243,37.3,485
