rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43158,"D3H-Dighton-Rehoboth",12,2,0,618,334,284,1565.928,1637.357,1637.556,124.1,1613
2,43306,"D3H-Franklin",9,7,0,545,466,79,1565.957,1631.582,1607.971,95.5,1433
3,43843,"D3H-Raynham (kinney)",9,7,0,548,618,-70,1537.664,1584.539,1594.921,83.3,1332
4,46204,"D3H-New Bedford",7,3,0,454,323,131,1514.411,1534.411,1573.963,76.0,760
5,44477,"D3H-Walpole (a)",12,7,0,690,633,57,1541.546,1596.809,1567.141,91.7,1284
6,43215,"D3H-FLBC (blue)",7,5,0,413,372,41,1559.045,1604.879,1551.67,85.3,1024
7,45134,"D3H-Westwood",7,10,0,488,589,-101,1563.267,1627.973,1549.679,83.7,1172
8,43895,"D3H-Canton (green)",5,12,0,564,617,-53,1542.398,1586.515,1515.909,59.5,833
9,43090,"D3H-Norwood (gold)",1,14,0,384,591,-207,1557.281,1607.281,1485.588,51.0,663
