rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,44376,"D2J-Westborough",11,4,0,497,415,82,1609.515,1726.182,1701.234,150.3,2255
2,44399,"D2J-Dedham (clarke)",13,3,0,500,325,175,1588.291,1678.916,1678.819,143.2,1861
3,43368,"D2J-Natick",13,5,0,526,430,96,1586.898,1667.453,1614.639,128.9,1676
4,43641,"D2J-Needham (gold)",5,10,0,276,368,-92,1613.261,1716.594,1604.236,104.5,1463
5,43464,"D2J-Winchester (white)",7,14,0,495,589,-94,1576.986,1648.415,1562.764,90.4,1266
