rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43770,"D4R-Concord-Carlisle (maroon)",17,2,0,724,384,340,1498.83,1514.619,1620.375,97.4,1461
2,44064,"D4R-Watertown (white)",13,3,0,377,285,92,1500.715,1510.09,1549.011,75.8,910
3,44446,"D4R-Bedford (blue)",12,7,0,492,442,50,1503.86,1509.124,1499.366,65.9,857
4,44011,"D4R-Somerville",6,9,0,333,356,-23,1487.809,1477.809,1491.747,43.5,652
5,44684,"D4R-Arlington (maroon)",6,14,0,426,540,-114,1534.592,1554.592,1476.744,52.1,729
6,45759,"D4R-Lexington (blue)",4,12,0,281,492,-211,1513.695,1491.82,1433.139,28.9,376
