rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43333,"D1-Mansfield (white)",12,3,0,515,419,96,1628.011,1768.011,1738.57,175.1,2627
2,44498,"D1-Easton (black)",16,1,0,540,349,191,1620.396,1740.984,1712.01,189.5,2464
3,43591,"D1-North Quincy (powers)",7,7,0,411,438,-27,1641.971,1784.828,1684.298,146.2,2047
4,44029,"D1-Newton (black)",9,6,0,438,396,42,1622.465,1752.465,1677.085,146.6,2052
5,43302,"D1-Franklin",8,8,0,423,410,13,1627.11,1764.61,1670.704,150.1,2101
6,43884,"D1-Northboro",3,9,0,347,391,-44,1651.785,1789.285,1644.981,119.4,1433
7,45342,"D1-Milton (red)",7,10,0,386,436,-50,1631.832,1755.361,1633.618,138.2,1796
8,45241,"D1-Hanover",1,12,0,360,421,-61,1648.447,1786.908,1631.883,99.9,1298
