rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43410,"D2H-Norwood (gold)",12,10,0,626,588,38,1597.192,1692.647,1652.61,127.9,1791
2,43216,"D2H-FLBC",8,7,0,326,368,-42,1581.47,1668.137,1630.176,103.6,1451
3,43160,"D2H-Dighton-Rehoboth",8,6,0,416,391,25,1588.536,1681.393,1627.816,110.3,1434
4,44473,"D2H-Walpole (a)",11,6,0,485,408,77,1609.358,1709.358,1622.618,129.2,1809
5,43167,"D2H-Seekonk",5,8,0,328,351,-23,1603.18,1699.334,1612.237,101.0,1313
6,44595,"D2H-King Philip",2,10,0,236,386,-150,1584.402,1659.402,1537.334,68.9,827
