rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43334,"D5J-Mansfield (green)",12,3,0,425,209,216,1468.083,1434.749,1500.501,55.2,828
2,44502,"D5J-Easton (orange)",11,2,0,406,140,266,1442.299,1396.145,1483.896,50.6,658
3,44211,"D5J-Sharon (maroon)",7,7,0,299,278,21,1447.825,1401.396,1436.845,33.5,469
4,43303,"D5J-Franklin",6,8,0,262,271,-9,1457.152,1414.295,1417.545,32.9,427
5,45731,"D5J-West Bridgewater (spillane)",5,8,0,217,370,-153,1443.536,1393.536,1410.49,27.0,351
6,44597,"D5J-King Philip",2,11,0,191,453,-262,1454.543,1408.389,1386.415,17.9,233
7,44881,"D5J-North Attleboro (black)",1,12,0,100,376,-276,1450.262,1404.108,1350.432,14.9,193
