rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,45634,"D4Q-Hopkinton (walker)",11,3,0,353,204,149,1487.192,1490.764,1541.454,76.5,994
2,44787,"D4Q-Lincoln-Sudbury (blue)",9,9,0,367,392,-25,1510.139,1512.916,1505.832,56.5,848
3,45108,"D4Q-Framingham (navy)",7,10,0,417,482,-65,1481.892,1476.01,1499.856,46.2,739
4,43941,"D4Q-Brookline (red)",6,7,0,257,268,-11,1496.105,1499.951,1491.659,52.9,688
5,45156,"D4Q-Waltham Girls",5,9,0,303,332,-29,1495.257,1491.685,1478.084,44.0,616
6,44724,"D4Q-Weston",1,13,0,122,477,-355,1502.145,1491.431,1411.93,24.8,347
