rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43243,"D4H-Middleborough (colp)",15,1,0,463,280,183,1527.812,1546.562,1615.122,90.9,1363
2,44816,"D4H-Bourne (purple/jensen)",12,4,0,500,401,99,1515.703,1518.828,1589.339,70.8,1132
3,43431,"D4H-Westport (demoura)",8,5,0,317,248,69,1540.248,1551.787,1546.483,67.7,880
4,43101,"D4H-Swansea",6,9,0,302,298,4,1510.188,1490.188,1496.595,37.9,569
5,43846,"D4H-Raynham (ortiz)",6,8,0,235,285,-50,1527.974,1524.403,1488.469,48.1,673
6,44425,"D4H-Norton",4,8,0,246,327,-81,1519.038,1514.872,1480.57,41.9,503
