rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43549,"D3H-Bridgewater (driscoll)",12,5,0,570,474,96,1580.014,1668.25,1666.088,125.2,2003
2,44879,"D3H-North Attleboro (red)",12,4,0,471,374,97,1540.555,1581.18,1575.003,92.0,1380
3,43883,"D3H-Sharon (gold)",8,7,0,361,366,-5,1569.449,1629.449,1554.982,93.9,1220
4,45123,"D3H-Westwood",4,10,0,279,343,-64,1559.641,1613.212,1540.265,65.5,851
5,43227,"D3H-Barnstable  (red)",8,8,0,377,335,42,1561.694,1596.069,1527.188,75.8,910
6,45356,"D3H-West Bridgewater (maher)",3,11,0,192,347,-155,1540.603,1572.746,1506.088,50.8,660
