rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43986,"D5Q-Canton (white)",13,1,1,319,242,77,1449.851,1403.185,1491.182,55.4,720
2,45344,"D5Q-Milton (silver)",8,5,0,336,247,89,1449.116,1399.116,1475.966,38.5,500
3,43778,"D5Q-Millis (white)",8,5,0,306,251,55,1449.934,1399.934,1458.279,38.2,497
4,43856,"D5Q-Holliston (cooper-5th)",7,7,0,303,335,-32,1456.753,1410.325,1457.638,34.8,487
5,44344,"D5Q-Medway (white)",6,8,0,241,251,-10,1457.768,1418.482,1440.695,34.0,476
6,45124,"D5Q-Westwood",3,12,0,234,370,-136,1455.925,1412.592,1408.823,21.4,299
7,45058,"D5Q-Medfield (blanchette)",2,12,0,210,305,-95,1459.523,1409.523,1386.577,17.1,222
