rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43756,"2NDH-Mansfield (black)",12,0,0,461,308,153,1571.916,1630.249,1676.183,123.8,1485
2,45527,"2NDH-King Philip (gibbs)",10,3,0,532,407,125,1569.214,1615.368,1619.76,98.3,1278
3,45520,"2NDH-Mass Premier (blue)",10,3,0,466,354,112,1556.741,1606.741,1598.562,98.9,1286
4,45518,"2NDH-Mass Premier (attleboro)",8,4,0,437,384,53,1573.227,1623.227,1592.096,92.1,1105
5,44793,"2NDH-Walpole (blue)",6,5,0,349,337,12,1572.337,1626.882,1576.074,85.2,937
6,45218,"2NDH-North Quincy (beqaj)",4,7,0,289,315,-26,1543.295,1593.295,1534.838,69.4,763
7,45715,"2NDH-West Bridgewater (barthelemy)",4,7,1,293,361,-68,1544.869,1594.869,1524.144,63.6,763
8,45783,"2NDH-Everett (red)",3,6,0,241,280,-39,1552.146,1602.146,1516.51,68.3,615
