rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,45505,"D1-Mansfield (black)",12,1,0,549,386,163,1608.551,1700.858,1733.248,151.6,1971
2,44457,"D1-Walpole (orange)",9,5,0,574,562,12,1616.711,1734.569,1696.391,144.1,2017
3,45515,"D1-Mass Premier (macchi)",8,5,0,591,510,81,1578.163,1674.317,1679.993,120.0,1560
4,44609,"D1-Milford (red-cahill)",5,5,0,391,389,2,1603.898,1703.898,1640.307,111.4,1114
5,44903,"D1-North Attleboro (red)",6,6,0,437,436,1,1619.014,1723.181,1625.094,122.6,1471
6,45524,"D1-Franklin",3,9,0,544,583,-39,1599.767,1703.933,1619.564,91.8,1102
7,44458,"D1-Walpole (blue)",5,6,0,402,437,-35,1609.248,1718.339,1617.749,116.6,1283
8,45522,"D1-Mass Premier (hopedale)",6,7,0,469,528,-59,1600.289,1692.597,1599.981,107.5,1398
