rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,44606,"D2BH-King Philip",8,5,0,559,545,14,1589.276,1689.276,1628.359,124.6,1620
2,44652,"D2BH-Attleboro (blue)",8,7,0,731,717,14,1591.005,1691.005,1621.784,118.1,1654
3,43554,"D2BH-Bridgewater (skorohod)",4,8,0,457,498,-41,1598.971,1707.304,1605.866,104.0,1248
4,43157,"D2BH-Dighton-Rehoboth",6,8,0,488,528,-40,1586.474,1679.331,1602.007,101.9,1426
5,43352,"D2BH-Norwood (gold)",4,9,0,572,626,-54,1591.913,1691.913,1584.034,99.4,1193
6,43692,"D2BH-Sharon (gold)",8,9,0,696,717,-21,1567.238,1637.826,1579.947,95.8,1149
