rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,44428,"D4J-Norton (purple)",12,2,0,675,370,305,1520.249,1530.963,1560.988,80.1,961
2,45586,"D4J-Stoughton",9,5,0,529,471,58,1496.055,1488.912,1555.271,59.1,827
3,45332,"D4J-Milton (white)",10,10,0,585,588,-3,1513.981,1518.981,1543.05,56.5,904
4,44178,"D4J-Parkway  (red)",8,6,0,561,544,17,1507.704,1507.704,1510.767,57.9,810
5,44878,"D4J-North Attleboro (red)",9,8,0,430,566,-136,1465.814,1439.344,1509.462,44.1,705
6,45139,"D4J-Westwood",7,8,0,524,502,22,1513.442,1513.442,1503.779,50.1,701
