rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,44245,"D5K-Wayland (black)",8,5,0,338,263,75,1449.73,1411.268,1469.647,45.3,543
2,43396,"D5K-Natick",9,6,0,424,398,26,1469.728,1436.394,1468.398,38.9,545
3,44617,"D5K-Newton (white)",6,8,0,338,383,-45,1449.999,1407.142,1452.51,36.3,508
4,44338,"D5K-Medway (white)",6,7,0,305,377,-72,1459.078,1424.463,1450.924,38.7,464
5,45140,"D5K-Westwood",7,7,0,307,377,-70,1472.095,1432.809,1414.535,35.8,465
