rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43694,"D4M-Ashland",11,5,1,638,524,114,1485.233,1485.233,1545.404,65.5,786
2,43541,"D4M-Northboro (red)",10,3,0,548,485,63,1491.164,1483.471,1524.301,66.2,861
3,44155,"D4M-Holliston (mcadams -red)",6,8,0,442,451,-9,1497.488,1493.916,1497.331,49.9,648
4,43257,"D4M-Southboro (maroon)",7,9,0,474,487,-13,1505.152,1505.152,1485.35,52.5,787
5,44509,"D4M-Milford (red-cunningham)",6,7,1,435,483,-48,1512.017,1515.589,1472.473,53.6,697
6,44792,"D4M-Dover Sherborn (quinn)",5,8,0,423,421,2,1509.743,1513.589,1471.999,49.9,648
