rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,44713,"D3M-Weston",9,5,0,565,497,68,1547.949,1601.52,1617.306,94.4,1321
2,43936,"D3M-Brookline (white)",7,10,0,615,668,-53,1531.422,1569.657,1577.889,69.4,1110
3,43536,"D3M-Northboro (red)",8,11,0,817,833,-16,1576.546,1644.968,1559.198,92.7,1390
4,44374,"D3M-Westborough (tracey)",7,6,0,533,511,22,1548.01,1594.164,1555.424,81.9,1065
5,44069,"D3M-Watertown (white)",7,10,0,631,688,-57,1546.074,1596.074,1543.08,76.4,993
6,44232,"D3M-Wayland (black)",5,10,0,580,629,-49,1560.54,1617.207,1527.708,65.3,849
7,44329,"D3M-Medway (blue)",5,15,0,724,944,-220,1534.691,1572.191,1524.024,61.3,1042
