rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,45101,"D4M-Framingham (navy)",9,6,0,685,488,197,1498.147,1498.147,1521.582,60.6,849
2,44046,"D4M-Newton (orange)",7,6,0,611,469,142,1500.567,1500.567,1512.827,56.9,740
3,44056,"D4M-Wellesley (b)",8,6,0,694,663,31,1527.795,1545.652,1510.411,66.7,934
4,43386,"D4M-Natick",13,8,0,800,734,66,1480.482,1463.816,1508.65,54.0,756
5,44303,"D4M-Belmont (white)",7,12,0,671,846,-175,1466.297,1455.771,1467.948,47.3,567
6,44730,"D4M-Arlington (white)",6,16,0,712,876,-164,1482.251,1466.342,1419.978,36.2,471
