rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,44642,"D3H-Attleboro (blue)",12,5,0,878,786,92,1540.766,1587.825,1589.389,94.9,1424
2,43199,"D3H-FLBC (blue)",11,3,0,703,569,134,1534.158,1584.158,1587.672,103.3,1343
3,44869,"D3H-North Attleboro (white)",14,8,0,1056,938,118,1527.642,1561.733,1583.602,92.6,1296
4,43422,"D3H-Bridgewater (driscoll)",4,11,0,612,736,-124,1547.424,1600.758,1514.159,66.8,935
5,43318,"D3H-Middleborough (bascom)",6,10,0,720,811,-91,1537.903,1581.653,1513.905,72.2,1011
6,43125,"D3H-Barrington RI (gold)",2,14,0,635,851,-216,1570.146,1635.771,1502.957,61.5,800
