rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,44746,"D6R-Arlington (black)",14,11,0,917,866,51,1412.327,1328.327,1441.224,27.9,418
2,44298,"D6R-Belmont (navy)",10,9,0,618,599,19,1418.938,1329.465,1385.637,31.7,349
3,45758,"D6R-Lexington (gold)",10,8,0,541,467,74,1414.274,1322.607,1385.479,25.3,303
4,44072,"D6R-Watertown (red)",8,8,0,575,541,34,1401.0,1301.0,1384.343,24.2,290
5,45081,"D6R-Reading (brown)",7,6,0,391,343,48,1394.004,1294.004,1374.508,20.3,243
6,43455,"D6R-Winchester (red)",12,10,0,634,609,25,1417.339,1324.157,1372.664,25.8,361
7,44235,"D6R-Wayland (orange)",6,7,0,388,379,9,1397.639,1297.639,1358.322,19.2,249
