rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,45252,"D5W-Waltham Boys (white)",12,4,0,762,583,179,1458.343,1414.593,1523.937,49.6,793
2,44071,"D5W-Watertown (white)",11,8,0,687,644,43,1457.889,1410.521,1485.945,38.5,578
3,43715,"D5W-Concord-Carlisle (white)",10,10,0,625,636,-11,1466.408,1428.908,1451.29,39.9,559
4,44441,"D5W-Bedford (white)",9,12,0,732,846,-114,1454.399,1406.78,1434.907,31.6,505
5,45303,"D5W-Medford (white)",5,9,0,545,617,-72,1451.142,1401.142,1417.196,26.9,377
6,44744,"D5W-Arlington (grey)",5,15,0,542,756,-214,1438.722,1373.722,1356.551,12.7,178
