rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,44190,"D5M-Parkway  (white)",11,4,0,661,549,112,1452.672,1406.005,1497.156,45.6,639
2,44332,"D5M-Medway (white)",13,8,0,768,751,17,1458.874,1418.398,1494.984,44.9,718
3,43547,"D5M-Millis",9,4,0,583,448,135,1446.147,1396.147,1471.084,43.2,561
4,45248,"D5M-Medfield (lynch)",9,4,0,496,474,22,1450.084,1396.238,1435.786,41.9,545
5,45316,"D5M-Milton (grey)",6,9,0,400,502,-102,1439.722,1376.389,1394.218,24.2,363
6,43746,"D5M-Needham (white)",4,10,0,511,564,-53,1450.529,1393.386,1387.132,20.5,267
7,44410,"D5M-Dedham (rider)",3,12,0,350,540,-190,1423.58,1346.913,1379.149,13.8,193
