rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,45435,"D2M-Cambridge",12,8,0,984,949,35,1611.663,1714.163,1692.717,128.6,2186
2,44739,"D2M-Arlington (maroon)",23,10,0,1717,1480,237,1579.25,1662.583,1675.983,141.3,2261
3,44048,"D2M-Newton (black)",12,5,0,1027,928,99,1598.759,1695.818,1641.994,132.9,1861
4,45503,"D2M-Everett",5,10,0,814,852,-38,1590.224,1676.891,1575.303,98.8,1284
5,43714,"D2M-Concord-Carlisle (maroon)",5,15,0,841,1011,-170,1605.57,1693.07,1573.033,90.9,1181
6,44293,"D2M-Belmont (maroon)",7,14,0,910,1100,-190,1597.117,1678.07,1556.414,101.1,1314
