rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43938,"D4M-Brookline (white)",10,2,0,636,443,193,1490.576,1503.076,1553.571,80.4,965
2,43380,"D4M-Natick",6,8,0,586,567,19,1484.126,1476.983,1493.119,49.2,640
3,45103,"D4M-Framingham (white)",7,7,0,605,649,-44,1494.783,1491.211,1477.187,54.8,603
4,44000,"D4M-Somerville (blue)",6,6,0,421,421,0,1493.655,1489.489,1476.73,54.8,603
5,43744,"D4M-Needham (blue)",6,8,0,522,586,-64,1498.412,1498.412,1471.981,49.9,698
6,44711,"D4M-Weston",4,9,0,524,628,-104,1490.462,1478.923,1466.321,36.3,435
7,45132,"D4M-Westwood",2,11,0,423,637,-214,1499.386,1495.539,1415.216,33.0,429
