rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,44233,"D5T-Wayland (black)",19,1,0,1082,603,479,1453.819,1416.319,1561.411,64.8,1102
2,45302,"D5T-Medford (blue)",9,4,0,505,470,35,1462.992,1416.838,1461.117,43.4,564
3,44050,"D5T-Newton (white)",8,5,0,581,480,101,1468.043,1433.428,1455.049,45.0,585
4,43383,"D5T-Natick",7,6,0,429,413,16,1446.72,1392.874,1442.374,34.8,452
5,44776,"D5T-Lincoln-Sudbury (white)",6,10,0,592,698,-106,1467.92,1430.42,1439.446,34.2,444
6,45315,"D5T-Milton (silver)",8,18,0,799,1038,-239,1445.913,1393.99,1392.129,19.6,255
