rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,45486,"D4Q-Revere",17,6,0,1351,952,399,1529.789,1568.919,1632.483,104.9,1364
2,44299,"D4Q-Belmont (white)",12,7,0,822,734,88,1483.157,1477.894,1527.326,65.9,791
3,45757,"D4Q-Lexington (blue)",10,8,0,692,623,69,1491.492,1491.492,1518.255,60.3,844
4,44740,"D4Q-Arlington (white)",11,10,0,941,829,112,1505.82,1501.058,1500.039,58.6,645
5,43454,"D4Q-Winchester (black)",13,12,0,919,975,-56,1507.018,1509.018,1498.489,63.0,756
6,43999,"D4Q-Somerville (red)",4,9,0,459,646,-187,1495.626,1491.78,1453.268,44.1,529
