rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43535,"D6Q-Northboro (white)",8,6,0,504,426,78,1420.85,1338.707,1404.192,26.7,374
2,45104,"D6Q-Framingham (gray)",8,4,0,498,359,139,1395.128,1299.294,1396.383,26.8,321
3,43906,"D6Q-Wellesley (b)",9,3,0,439,372,67,1403.525,1311.858,1393.737,30.5,366
4,43873,"D6Q-Southboro (white)",6,9,0,524,583,-59,1386.376,1286.376,1378.133,16.6,249
5,44777,"D6Q-Lincoln-Sudbury (green)",6,9,0,439,476,-37,1398.462,1305.129,1362.373,20.6,268
6,44712,"D6Q-Weston",3,10,0,356,546,-190,1397.626,1301.472,1338.602,11.5,150
7,44760,"D6Q-Dover Sherborn (niblock)",0,12,0,262,419,-157,1401.393,1305.559,1307.28,5.4,65
8,44370,"D6Q-Westborough (weigensberg)",1,12,0,285,556,-271,1401.71,1305.556,1295.923,7.4,96
