rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,45133,"D6K-Westwood",8,4,0,485,371,114,1403.097,1319.764,1406.349,28.4,341
2,43898,"D6K-Canton (white)",9,6,0,471,461,10,1402.891,1312.891,1379.343,23.3,303
3,45649,"D6K-Hopkinton (pereira)",5,8,0,400,404,-4,1395.112,1298.958,1357.266,15.9,206
4,44191,"D6K-Parkway  (blue)",2,10,0,423,499,-76,1399.722,1299.722,1336.861,9.9,119
5,44171,"D6K-Holliston (sgarano - white)",1,10,0,188,466,-278,1407.908,1312.453,1303.691,7.8,86
6,44333,"D6K-Medway (red)",0,12,0,171,586,-415,1405.275,1313.608,1287.329,5.8,70
