rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43453,"D1J-Winchester (white)",23,1,0,1417,981,436,1607.325,1726.075,1744.894,203.2,3048
2,45251,"D1J-Waltham Boys (red)",9,8,0,856,837,19,1616.329,1736.917,1666.581,145.9,2042
3,44615,"D1J-Hingham (white)",3,8,0,507,587,-80,1664.626,1810.081,1658.185,115.3,1384
4,45534,"D1J-Lawrence",3,9,0,537,660,-123,1651.604,1789.104,1641.698,115.7,1388
5,45313,"D1J-Milton (red)",10,13,0,1048,1027,21,1579.305,1655.392,1632.177,147.2,1766
