rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43299,"D5J-Franklin",12,4,0,647,513,134,1453.29,1406.415,1477.48,51.3,718
2,44870,"D5J-North Attleboro (black)",9,4,0,586,456,130,1445.129,1387.436,1460.2,38.8,465
3,44583,"D5J-King Philip",8,7,0,603,570,33,1441.645,1384.978,1459.377,32.4,486
4,44132,"D5J-Easton (orange)",11,7,0,762,693,69,1454.231,1409.786,1457.224,42.5,637
5,44466,"D5J-Walpole (b)",7,7,0,521,508,13,1449.21,1392.067,1435.494,32.4,453
6,43955,"D5J-Foxboro (gold)",6,7,0,499,487,12,1416.332,1339.409,1432.091,22.1,287
7,45146,"D5J-North Quincy (shellock)",4,10,0,472,575,-103,1459.507,1413.079,1412.775,25.1,326
8,43612,"D5J-Norwood (white)",2,11,0,421,542,-121,1440.061,1370.83,1368.156,12.6,164
