rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,44440,"D3M-Bedford (blue)",15,9,0,1260,1156,104,1575.899,1646.732,1658.445,112.5,1688
2,45461,"D3M-Lincoln-Sudbury (blue)",11,8,0,901,777,124,1553.774,1611.668,1600.468,91.9,1379
3,43379,"D3M-Natick",11,9,1,1122,987,135,1558.048,1605.668,1567.015,88.1,1145
4,43907,"D3M-Wellesley (a)",8,8,0,741,704,37,1545.047,1591.922,1546.311,81.7,1062
5,44049,"D3M-Newton (orange)",4,9,0,493,584,-91,1559.592,1609.592,1532.723,67.5,877
6,44001,"D3M-Chelsea",4,12,0,646,719,-73,1538.915,1573.29,1527.78,53.7,859
7,45665,"D3M-Malden",0,12,0,328,747,-419,1539.038,1572.371,1458.833,31.2,437
