rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43710,"D2M-Concord-Carlisle (maroon)",14,5,0,868,772,96,1570.324,1659.797,1652.342,143.9,2014
2,44708,"D2M-Weston",8,5,0,521,485,36,1575.302,1675.302,1618.888,121.7,1460
3,44436,"D2M-Bedford (blue)",11,9,0,750,682,68,1575.169,1665.169,1614.718,110.0,1540
4,44325,"D2M-Belmont (maroon)",16,10,0,991,922,69,1566.976,1641.976,1609.289,135.3,1759
5,45255,"D2M-Waltham Boys (red)",2,14,0,564,783,-219,1603.744,1709.994,1551.215,84.8,1102
6,45537,"D2M-Lawrence",0,13,0,382,578,-196,1589.315,1685.469,1542.712,68.1,885
