rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,45643,"D6J-Hopkinton (feigen)",13,3,0,595,490,105,1424.725,1355.975,1430.695,45.2,587
2,45324,"D6J-Milton (black)",8,4,0,379,308,71,1399.68,1303.847,1404.499,25.6,307
3,44161,"D6J-Holliston (doss)",6,5,0,357,314,43,1407.337,1316.428,1398.635,24.0,264
4,44631,"D6J-Ashland (white)",8,6,0,390,394,-4,1403.342,1310.484,1389.467,24.1,337
5,43984,"D6J-Canton (black)",5,10,0,410,483,-73,1404.757,1308.091,1361.131,14.5,189
6,44395,"D6J-Dedham (chiang)",1,11,0,306,385,-79,1413.698,1317.864,1332.053,8.0,96
