rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,44638,"D2AH-Attleboro (blue)",10,5,0,738,660,78,1604.111,1720.777,1673.981,161.7,2102
2,43262,"D2AH-Dartmouth",7,8,0,618,621,-3,1577.518,1677.518,1615.252,124.5,1618
3,43165,"D2AH-Dighton-Rehoboth (green)",6,9,0,675,720,-45,1582.423,1682.423,1607.926,116.0,1508
4,43113,"D2AH-Barrington RI (gold)",8,9,0,768,785,-17,1602.4,1696.518,1565.784,114.5,1489
5,45630,"D2AH-New Bedford",0,11,0,369,557,-188,1599.78,1690.69,1528.66,60.8,730
