rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,45645,"D6M-Hopkinton (levine)",17,0,0,858,396,462,1420.276,1352.629,1548.583,49.3,789
2,45099,"D6M-Framingham (gray)",9,3,0,421,293,128,1406.842,1315.175,1429.682,31.3,376
3,43540,"D6M-Northboro (white)",6,7,0,335,326,9,1398.149,1305.841,1397.503,23.0,276
4,44160,"D6M-Holliston (peterson)",4,9,0,341,406,-65,1419.46,1330.998,1397.41,17.2,223
5,44218,"D6M-Southboro (gold)",0,13,0,239,526,-287,1427.344,1331.19,1301.164,5.4,70
