rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,44577,"D7Q-King Philip (green)",9,4,0,439,356,83,1384.03,1272.492,1352.656,24.2,315
2,44414,"D7Q-Dedham (gallagher)",8,4,0,370,273,97,1342.443,1192.443,1339.443,15.3,184
3,44417,"D7Q-Dedham (muyide)",8,8,0,434,407,27,1352.851,1215.351,1325.033,12.5,188
4,45441,"D7Q-Milton (grey)",5,8,0,281,327,-46,1349.666,1207.358,1292.774,9.6,125
5,44201,"D7Q-Parkway  (blue)",4,10,0,327,405,-78,1351.053,1204.625,1278.908,6.9,97
6,45143,"D7Q-North Quincy (furcillo)",1,12,0,202,382,-180,1352.798,1206.644,1249.933,3.0,39
