rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43210,"D6M-FLBC (blue)",12,4,0,572,481,91,1404.399,1307.524,1448.232,30.9,494
2,44994,"D6M-Acushnet - Fairhaven (ryan)",10,3,0,483,355,128,1427.091,1350.168,1432.127,36.9,479
3,43133,"D6M-Barrington RI (blue)",8,7,0,473,463,10,1413.012,1313.012,1400.023,23.1,347
4,43265,"D6M-Dartmouth (white)",8,6,0,447,388,59,1420.362,1320.362,1384.491,23.2,301
5,43154,"D6M-Seekonk (blessing)",5,9,0,402,450,-48,1402.377,1302.377,1342.574,16.1,226
