rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,44453,"D3N-Foxboro (gold)",10,4,0,337,209,128,1607.735,1714.878,1671.968,139.1,1947
2,44590,"D3N-King Philip (green)",6,5,0,227,214,13,1584.66,1661.932,1603.335,103.6,1139
3,44394,"D3N-Medway (white)",6,6,0,376,377,-1,1611.778,1720.112,1583.706,120.2,1442
4,45157,"D3N-Waltham Girls",3,7,0,198,324,-126,1580.099,1670.099,1537.779,87.3,873
5,44908,"D3N-North Attleboro (white)",1,11,0,224,480,-256,1586.787,1670.121,1524.832,69.0,828
