rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43221,"2ND GR-FLBC",8,2,0,286,189,97,1509.994,1524.994,1564.898,77.6,853
2,44795,"2ND GR-Walpole (blue)",8,2,0,255,189,66,1508.13,1518.13,1547.181,75.8,834
3,43835,"2ND GR-Westport (sadeck)",8,4,0,277,217,60,1500.241,1500.241,1528.886,61.7,740
4,45521,"2ND GR-Mass Premier (norfolk)",5,4,0,190,173,17,1512.885,1512.885,1496.424,55.8,502
5,44796,"2ND GR-Walpole (orange)",3,6,1,181,212,-31,1503.405,1508.405,1485.276,40.6,406
6,43851,"2ND GR-Raynham (tupper)",1,8,1,178,264,-86,1491.091,1491.091,1468.265,27.6,304
7,45514,"2ND GR-Mansfield (green)",2,7,2,213,281,-68,1489.598,1489.598,1456.742,29.7,356
8,45220,"2ND GR-North Quincy (vander street)",2,6,2,232,299,-67,1494.583,1494.583,1455.163,30.7,307
