rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,44278,"D5R-Wayland (orange)",11,1,0,396,178,218,1451.395,1409.729,1503.237,56.8,681
2,44434,"D5R-Northboro (white)",10,2,0,292,239,53,1446.1,1396.1,1459.193,49.1,589
3,43943,"D5R-Brookline (white)",7,7,0,295,279,16,1442.762,1392.762,1450.975,33.7,404
4,44222,"D5R-Southboro (white)",6,6,0,251,219,32,1449.068,1399.068,1441.553,32.7,392
5,44513,"D5R-Milford (white-bertoni)",4,9,0,261,357,-96,1453.823,1403.823,1418.588,22.4,313
6,44993,"D5R-Dover Sherborn (rainey)",6,7,0,288,356,-68,1452.66,1406.506,1417.471,31.9,414
