rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43844,"D5H-Raynham (stankewicz)",14,5,0,457,325,132,1449.409,1409.935,1508.124,51.1,817
2,43336,"D5H-Mansfield (green)",12,4,0,395,310,85,1462.172,1424.672,1482.01,50.3,654
3,43686,"D5H-Sharon (maroon)",10,5,0,360,279,81,1443.319,1393.319,1446.51,39.8,557
4,43824,"D5H-North Attleboro (white)",8,9,0,360,387,-27,1464.464,1417.405,1417.732,37.5,487
5,45357,"D5H-West Bridgewater (bell)",4,9,0,267,348,-81,1451.87,1405.716,1410.603,25.0,325
6,43553,"D5H-Bridgewater (rein)",4,8,0,202,280,-78,1453.303,1403.303,1409.61,25.8,310
7,44491,"D5H-Easton (orange)",4,9,0,282,328,-46,1445.105,1395.105,1393.96,23.9,311
