rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,44007,"D4M-Somerville",12,3,0,545,394,151,1513.119,1529.785,1600.819,81.2,1218
2,44226,"D4M-Southboro (maroon)",11,5,0,526,408,118,1523.698,1539.323,1588.119,73.8,1180
3,45155,"D4M-Waltham Girls",9,7,0,442,359,83,1489.86,1477.36,1532.353,51.0,816
4,44383,"D4M-Westborough",9,5,0,432,322,110,1503.836,1500.265,1522.004,60.9,852
5,44081,"D4M-Wellesley (a)",8,4,0,363,294,69,1512.884,1517.05,1513.897,65.1,781
6,44721,"D4M-Weston",6,6,0,231,264,-33,1511.487,1515.653,1491.5,54.3,651
7,45109,"D4M-Framingham (navy)",3,9,0,239,397,-158,1506.97,1498.637,1446.986,35.1,421
