rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43266,"D4H-Dartmouth",16,3,0,654,322,332,1496.139,1501.403,1574.154,81.5,1059
2,44497,"D4H-Wareham (silvia)",8,5,0,346,309,37,1499.872,1507.564,1536.57,63.4,824
3,43344,"D4H-Monomoy (blue/lynch)",9,4,0,391,293,98,1493.286,1497.132,1511.509,65.2,847
4,43486,"D4H-Rochester",7,5,0,307,318,-11,1493.207,1497.374,1501.905,58.9,707
5,44426,"D4H-Norton (purple)",5,7,0,319,287,32,1497.604,1501.77,1483.887,49.7,596
6,44128,"D4H-Berkley",4,8,0,213,321,-108,1501.378,1505.545,1463.176,44.8,537
7,44818,"D4H-Bourne (purple/drane)",2,12,0,321,464,-143,1504.174,1497.032,1439.589,30.1,421
8,43320,"D4H-Middleborough (norvish)",1,11,0,167,402,-235,1490.623,1482.29,1432.132,26.3,315
