rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43458,"D3Q-Winchester (white)",12,11,0,570,567,3,1545.595,1593.421,1570.015,86.4,1037
2,44387,"D3Q-Belmont (maroon)",12,11,0,545,526,19,1557.728,1612.075,1568.631,88.9,1334
3,44687,"D3Q-Arlington (maroon)",8,14,0,540,651,-111,1544.948,1594.948,1560.185,68.5,1028
4,45760,"D3Q-Lexington (blue)",9,15,0,602,649,-47,1510.475,1533.392,1526.037,59.6,894
5,44447,"D3Q-Bedford (blue)",6,15,0,459,640,-181,1556.268,1606.268,1483.669,65.9,856
