rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,44038,"D2M-Newton (black)",9,7,0,397,327,70,1628.058,1765.558,1704.5,136.0,1904
2,43853,"D2M-Natick",9,9,0,415,404,11,1611.433,1741.988,1690.717,106.8,1602
3,43468,"D2M-Winchester (white)",20,7,0,703,488,215,1594.04,1692.188,1674.609,146.8,2055
4,44276,"D2M-Wayland (black)",11,9,0,429,363,66,1587.339,1679.839,1642.222,120.2,1563
5,44682,"D2M-Arlington (maroon)",5,14,0,315,437,-122,1584.367,1658.052,1579.188,80.0,960
