rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,44060,"D6Q-Brookline (red)",11,2,0,342,175,167,1420.126,1366.28,1470.764,47.9,623
2,44039,"D6Q-Newton (orange)",6,6,0,240,219,21,1427.957,1365.457,1408.206,34.3,411
3,44176,"D6Q-Holliston (marien)",5,9,0,216,273,-57,1427.174,1359.317,1391.224,28.9,376
4,43601,"D6Q-North Quincy (zapata)",5,7,0,171,275,-104,1439.173,1385.007,1359.738,31.0,372
5,44080,"D6Q-Watertown (white)",3,11,0,196,289,-93,1437.359,1376.645,1350.597,25.2,302
6,44401,"D6Q-Dedham (crabtree)",3,9,0,160,297,-137,1432.829,1370.329,1329.354,24.4,293
