rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43349,"D1A-Mansfield (white)",22,3,0,867,353,514,1596.703,1692.703,1731.919,178.7,2681
2,44896,"D1A-North Attleboro (red)",13,4,0,462,385,77,1633.308,1748.014,1670.928,158.1,2372
3,44469,"D1A-Walpole (a)",12,4,0,452,295,157,1639.208,1773.583,1669.203,147.4,1916
4,43447,"D1A-Foxboro (blue)",9,7,0,366,322,44,1611.689,1717.939,1616.831,119.9,1558
5,45151,"D1A-Waltham Girls",2,13,0,204,490,-286,1635.214,1768.547,1583.618,80.5,1207
