rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,45117,"D4N-Westwood (green)",11,4,0,356,238,118,1472.694,1456.027,1535.743,61.2,796
2,45269,"D4N-Medfield (dicalogero)",8,4,0,247,167,80,1450.226,1408.559,1495.374,47.8,573
3,45118,"D4N-Westwood (white)",8,4,0,263,207,56,1459.375,1421.875,1472.622,45.6,547
4,43987,"D4N-Canton (green)",4,8,0,175,250,-75,1480.524,1451.357,1429.429,33.1,397
5,44221,"D4N-Southboro (white)",1,11,0,144,270,-126,1453.509,1403.509,1373.774,19.6,235
6,43605,"D4N-Norwood (blue)",1,12,0,189,324,-135,1458.882,1408.882,1372.961,18.3,220
