rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,43556,"D5M-Bridgewater (belz)",13,4,0,464,330,134,1492.971,1501.795,1605.631,78.7,1181
2,43161,"D5M-Dighton-Rehoboth",10,2,0,262,188,74,1476.507,1439.007,1483.432,58.1,697
3,43627,"D5M-Middleborough (tullish)",8,6,0,281,275,6,1475.32,1425.32,1473.026,36.9,516
4,43168,"D5M-Seekonk (marchetti)",7,7,0,261,226,35,1444.275,1397.846,1455.475,27.2,354
5,43218,"D5M-FLBC",6,8,0,285,249,36,1451.402,1397.831,1440.353,28.4,397
6,43238,"D5M-Barnstable  (red)",3,11,0,204,382,-178,1445.172,1355.887,1371.523,11.9,154
