rank,teamno,name,wins,losses,ties,pf,pa,diff,sos,sos_adj,power,mw_rating,mw_points
1,44648,"D7N-Attleboro (white)",17,4,0,516,253,263,1397.733,1304.876,1446.408,24.3,340
2,45234,"D7N-Millis (sheridan)",7,4,1,247,164,83,1354.88,1204.88,1332.556,15.1,166
3,44897,"D7N-North Attleboro (white)",7,7,0,255,233,22,1354.485,1204.485,1328.899,11.0,154
4,44823,"D7N-Bourne (purple/tenney)",2,12,0,208,317,-109,1381.829,1253.258,1274.816,5.6,78
5,44594,"D7N-King Philip",3,10,0,139,241,-102,1355.906,1205.906,1256.895,5.1,66
6,44416,"D7N-Dedham (carlson)",0,12,0,108,326,-218,1374.118,1224.118,1246.767,1.0,12
